event_id,metric_x,metric_y,lon,lat,event_year,susceptibility_prob,slope,elevation,aspect_sin,aspect_cos,curvature,dist_to_road_km,rain_24h_obs,rain_48h_prior,rain_72h_prior,rain_7d_prior,api_7d,r24_seasonal_anom,api_seasonal_anom,target_trigger_24h,spatial_block_50km
25050,7352261.5021304935,1439630.4471823967,76.200072,11.357002989019966,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.361523223836,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25049,7351951.684684606,1439762.4699278022,76.196861,11.358057989019272,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.4915646001425,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0008,8703626.435435165,3081225.646300525,90.20584494295802,24.910901923119226,2018,0.0020734623540192842,0.6982413118749978,22.0,-0.9752448055325802,0.22112794776264683,0.000539999164899859,27.76538818170594,28.378368377685547,91.89785766601562,216.5550537109375,912.9407348632812,426.72674560546875,-1.0085120101360203,0.13018659,0,174_61
25049,7351951.684684606,1439762.4699278022,76.196861,11.358057989019272,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.4915646001425,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25049,7351951.684684606,1439762.4699278022,76.196861,11.358057989019272,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.4915646001425,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25048,7351894.3718341375,1439713.790506427,76.19626699999999,11.357668989019531,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.5665903133297,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0009,9619595.160718765,3280443.948563054,99.69909852161994,26.640721289497524,2018,0.0005027685547247529,11.404550399600407,4075.0,0.5978684327248928,0.8015942472043324,0.0006102562827257306,267.0957599571631,147.78858947753906,290.9057922363281,338.3501281738281,608.474365234375,354.5167236328125,0.43604021584659436,-0.4307965,0,192_65
25048,7351894.3718341375,1439713.790506427,76.19626699999999,11.357668989019531,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.5665903133297,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25048,7351894.3718341375,1439713.790506427,76.19626699999999,11.357668989019531,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.5665903133297,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25225,7352458.237655925,1439567.5015732788,76.20211099999999,11.356499989020309,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.2644035888216,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0010,9486958.161911344,3146593.4385205023,98.32442640800421,25.475789802500994,2018,0.0011629941873252392,20.610696503161275,2818.0,0.027781165617715844,-0.9996140289316278,0.0017480484713578491,233.93056122667264,294.90618896484375,139.24575805664062,400.84710693359375,771.0723876953125,406.12908935546875,2.3930544453824494,0.11403739,0,189_62
25225,7352458.237655925,1439567.5015732788,76.20211099999999,11.356499989020309,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.2644035888216,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25225,7352458.237655925,1439567.5015732788,76.20211099999999,11.356499989020309,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.2644035888216,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25000,7352749.047304599,1439559.117159926,76.205125,11.356432989020343,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.0618286768417,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0011,8888643.33199199,3343722.456251321,92.12339110678276,27.19548621947158,2018,0.039992574602365494,36.77855695497379,2804.0,-0.6383924197993724,-0.7697110615956495,0.0014446646313348308,1.9813364189360214,60.81015396118164,123.19229125976562,195.2054901123047,484.4458312988281,238.78692626953125,-0.6199542820916464,-1.4387778,0,177_66
25000,7352749.047304599,1439559.117159926,76.205125,11.356432989020343,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.0618286768417,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25000,7352749.047304599,1439559.117159926,76.205125,11.356432989020343,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2041.0618286768417,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25259,7353285.607509076,1440423.7027558188,76.210686,11.363341989015641,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2040.0743306462743,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0012,8859201.370006232,3037857.059078724,91.818249672071,24.537519283975364,2018,0.005089777987450361,1.4445257671032206,13.0,-0.9985713460152555,0.053434697690552355,-0.000677883630900252,14.774021869559315,92.03194427490234,155.17108154296875,206.73382568359375,691.2134399414062,336.9629211425781,-0.2352956880464528,-0.6181625,0,177_60
25259,7353285.607509076,1440423.7027558188,76.210686,11.363341989015641,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2040.0743306462743,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25259,7353285.607509076,1440423.7027558188,76.210686,11.363341989015641,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2040.0743306462743,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25051,7353140.106198457,1442142.5519010567,76.20917799999998,11.377077989006251,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2038.9804380204137,19.506669998168945,126.12506866455078,181.67904663085938,788.7640991210938,380.06390380859375,-1.0861599353511602,-0.19906308,1,147_28
BG_0013,8860725.411950653,3106623.249183692,91.83404509853433,25.13007602210331,2018,0.014529228210449219,0.5751427051252347,12.0,-0.7413203239190713,0.6711513818390923,9.06344919381565e-05,1.118295966556659,249.90432739257812,327.7239685058594,390.41351318359375,554.7503662109375,341.29736328125,1.6782389501472499,-0.5589331,0,177_62
25051,7353140.106198457,1442142.5519010567,76.20917799999998,11.377077989006251,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2038.9804380204137,64.39076232910156,301.1551513671875,606.75537109375,1065.9921875,592.0477905273438,-0.5509995864300054,1.5744865,0,147_28
25051,7353140.106198457,1442142.5519010567,76.20917799999998,11.377077989006251,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2038.9804380204137,32.76839828491211,170.39012145996094,266.6762390136719,975.8379516601562,447.12969970703125,-0.9154864293911751,0.3951783,0,147_28
24929,7344050.809139982,1427891.7919047307,76.114975,11.263213989084445,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2055.4338463836802,19.506669998168945,126.12506866455078,181.67904663085938,788.7640991210938,380.06390380859375,-1.0861599353511602,-0.19906308,1,146_28
BG_0014,8977317.245764239,3053956.9554525376,93.04242242959538,24.676003890640864,2018,0.1108691617846489,9.278261058476197,348.0,0.9440073469134992,0.32992442918543696,0.0014370483019047898,4.11691330387389,96.35205078125,313.5415954589844,629.90087890625,1285.08544921875,691.0584106445312,-0.1503821361817093,2.5374382,0,179_61
24929,7344050.809139982,1427891.7919047307,76.114975,11.263213989084445,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2055.4338463836802,32.76839828491211,170.39012145996094,266.6762390136719,975.8379516601562,447.12969970703125,-0.9154864293911751,0.3951783,0,146_28
24928,7345875.171726964,1426331.8886649294,76.133883,11.25075298909307,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2055.2183693164197,19.506669998168945,126.12506866455078,181.67904663085938,788.7640991210938,380.06390380859375,-1.0861599353511602,-0.19906308,1,146_28
BG_0015,9190083.183839971,3208828.844792656,95.24756431632238,26.016030461399517,2018,0.024994300678372383,21.958331937543743,1204.0,-0.7437853402787435,-0.668418557182873,-0.0013612751182073076,13.60091957432866,70.85758209228516,355.2286376953125,473.6359558105469,824.257080078125,501.65447998046875,-0.45390483768754974,0.72318953,0,183_64
24928,7345875.171726964,1426331.8886649294,76.133883,11.25075298909307,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2055.2183693164197,32.76839828491211,170.39012145996094,266.6762390136719,975.8379516601562,447.12969970703125,-0.9154864293911751,0.3951783,0,146_28
25055,7346999.0439193295,1429496.4419114876,76.145531,11.276032989075585,2019,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.2030603299054,177.02960205078125,415.26751708984375,576.131591796875,911.5735473632812,533.2843627929688,0.8198182222178322,1.054262,1,146_28
BG_0016,9100532.903797505,2903910.2561585405,94.31945018642116,23.391031659324174,2019,0.004386087413877249,13.551337946438831,112.0,0.9806700838001834,-0.19566856349281364,-0.00227982977178737,51.59540535366196,382.43621826171875,221.4193878173828,393.64288330078125,1075.8935546875,521.2137451171875,3.412748017230658,0.92978036,0,182_58
25055,7346999.0439193295,1429496.4419114876,76.145531,11.276032989075585,2019,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.2030603299054,96.62699890136719,166.826171875,352.7808837890625,1029.740478515625,498.728271484375,-0.15294854680547795,0.7954823,0,146_28
25055,7346999.0439193295,1429496.4419114876,76.145531,11.276032989075585,2019,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.2030603299054,84.6230697631836,574.5594482421875,586.301025390625,1234.9228515625,702.1388549804688,-0.283328656501774,2.4968565,0,146_28
25054,7347551.910305167,1430539.8838995248,76.151261,11.284368989069842,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.0785910865047,19.506669998168945,126.12506866455078,181.67904663085938,788.7640991210938,380.06390380859375,-1.0861599353511602,-0.19906308,1,146_28
BG_0017,8964761.386964446,3222262.821369312,92.91229140198043,26.13296330171333,2018,0.016764994710683823,0.4622562557188341,73.0,-0.7441171006422692,-0.6680492051726002,0.0006972160190343857,0.4093296823804095,164.0454864501953,320.751220703125,362.13201904296875,913.6705322265625,498.9093017578125,0.688443206506308,0.8211115,0,179_64
25054,7347551.910305167,1430539.8838995248,76.151261,11.284368989069842,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.0785910865047,32.76839828491211,170.39012145996094,266.6762390136719,975.8379516601562,447.12969970703125,-0.9154864293911751,0.3951783,0,146_28
24925,7346494.613646177,1429746.7905675748,76.140303,11.278032989074216,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.3892065858895,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0018,9274119.321305744,2982964.3896729653,96.1185289472238,24.066469658033277,2018,0.0007992694154381752,0.8014368864893261,253.0,-0.7384746427434624,0.6742812484601033,0.0010921816945153253,154.35235749506109,163.48794555664062,262.10308837890625,533.56005859375,951.142333984375,497.300048828125,0.7155769282222328,0.89094234,0,185_59
24925,7346494.613646177,1429746.7905675748,76.140303,11.278032989074216,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.3892065858895,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
24925,7346494.613646177,1429746.7905675748,76.140303,11.278032989074216,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.3892065858895,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
24924,7345988.54310626,1429561.9082489773,76.13505799999999,11.276555989075236,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.8805529905167,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0019,8818357.65990221,3206008.8003459675,91.39493860652041,25.991498542725864,2018,0.057022273540496826,1.8017816271349316,79.0,0.8577806455840155,0.5140159181012488,0.0009791496732011302,0.8741935982972692,96.96159362792969,193.38426208496094,312.3289489746094,759.1141357421875,368.5594787597656,-0.14915941978036582,-0.28994137,0,176_64
24924,7345988.54310626,1429561.9082489773,76.13505799999999,11.276555989075236,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.8805529905167,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
24924,7345988.54310626,1429561.9082489773,76.13505799999999,11.276555989075236,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2052.8805529905167,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25146,7344033.0556644155,1434136.0026050084,76.11479099999998,11.31309998905008,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.0916067443795,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0020,9037254.137433387,2695650.7737627723,93.66361843293691,21.62733914316375,2018,0.0008473359630443156,8.354240896299999,2290.0,-0.8686139907735422,0.49548938942469883,0.008579189300851648,74.22310010619722,189.6335906982422,49.17936706542969,84.18326568603516,300.1266174316406,146.95248413085938,1.0532170521974928,-2.0531516,0,180_53
25146,7344033.0556644155,1434136.0026050084,76.11479099999998,11.31309998905008,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.0916067443795,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25146,7344033.0556644155,1434136.0026050084,76.11479099999998,11.31309998905008,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.0916067443795,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25147,7344125.007089497,1434136.7535589787,76.11574400000002,11.313105989050069,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.025118139018,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0021,9123810.185692556,2733846.562425048,94.56069984217037,21.94918206592025,2018,0.001228355336934328,2.115478682163736,228.0,-0.9832259840972511,-0.18239151349772836,-0.0007538316477756894,136.344853353918,144.6341094970703,152.86700439453125,434.2667541503906,657.3413696289062,384.39886474609375,0.4373683770460258,-0.18167756,0,182_54
25147,7344125.007089497,1434136.7535589787,76.11574400000002,11.313105989050069,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.025118139018,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25147,7344125.007089497,1434136.7535589787,76.11574400000002,11.313105989050069,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.025118139018,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
24907,7344134.65571752,1434209.3457038295,76.115844,11.313685989049656,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.967623497682,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
